,race,social_class,income,president,sex,urban
554,White,Middle class,99999.0,0.0,Female,City
555,White,Middle class,9999.0,1.0,Female,Small town
556,Asian,Working class,59999.0,0.0,Male,Suburb
557,White,Working class,39999.0,0.0,Female,Small town
558,Black,Middle class,69999.0,1.0,Female,City
559,Multiple,Upper class,300000.0,1.0,Male,Suburb
560,Hispanic,Working class,24999.0,1.0,Female,Small town
561,Asian,Middle class,249999.0,1.0,Female,Suburb
562,Asian,Middle class,300000.0,0.0,Male,City
563,White,Working class,99999.0,0.0,Female,Suburb
564,Asian,Middle class,249999.0,1.0,Female,Suburb
565,White,Middle class,64999.0,0.0,Male,Rural area
566,White,Working class,44999.0,0.0,Female,Rural area
567,Hispanic,Middle class,34999.0,1.0,Female,City
568,White,Middle class,300000.0,1.0,Female,City
569,Multiple,Working class,49999.0,0.0,Female,Small town
570,White,Middle class,174999.0,0.0,Male,Suburb
571,Black,Upper class,109999.0,1.0,Male,Suburb
572,White,Working class,124999.0,0.0,Male,Suburb
573,White,Middle class,99999.0,1.0,Female,Small town
574,White,Lower class,9999.0,0.0,Female,Small town
575,White,Lower class,9999.0,1.0,Female,Rural area
576,Black,Middle class,174999.0,1.0,Male,Suburb
577,White,Lower class,24999.0,0.0,Female,Small town
578,Multiple,Lower class,24999.0,0.0,Male,Small town
579,White,Lower class,64999.0,0.0,Female,City
580,White,Middle class,14999.0,1.0,Female,Small town
581,White,Working class,69999.0,1.0,Male,Suburb
582,White,Working class,49999.0,1.0,Male,Suburb
583,White,Working class,29999.0,0.0,Male,Rural area
584,White,Middle class,79999.0,0.0,Female,Small town
585,White,Middle class,9999.0,1.0,Female,City
586,White,Working class,19999.0,1.0,Female,Rural area
587,White,Middle class,74999.0,0.0,Male,Small town
588,Black,Working class,19999.0,1.0,Female,Suburb
589,White,Middle class,49999.0,0.0,Female,Rural area
590,White,Middle class,174999.0,0.0,Male,Suburb
591,White,Lower class,9999.0,0.0,Male,City
592,White,Working class,39999.0,1.0,Male,Suburb
593,Hispanic,Working class,74999.0,1.0,Female,City
594,White,Working class,74999.0,0.0,Male,Rural area
595,Black,Middle class,99999.0,1.0,Female,Suburb
596,White,Working class,59999.0,1.0,Female,Suburb
597,White,Middle class,74999.0,0.0,Female,Small town
598,White,Working class,109999.0,0.0,Female,Rural area
599,White,Middle class,69999.0,0.0,Male,Suburb
600,Black,Working class,34999.0,1.0,Female,City
601,White,Middle class,59999.0,0.0,Male,Small town
602,White,Middle class,124999.0,0.0,Male,Rural area
603,White,Working class,89999.0,1.0,Female,City
604,White,Middle class,249999.0,0.0,Male,City
605,White,Working class,124999.0,0.0,Female,Suburb
606,White,Middle class,124999.0,1.0,Female,Suburb
607,White,Middle class,79999.0,0.0,Female,Rural area
608,White,Working class,14999.0,0.0,Male,Rural area
609,White,Middle class,249999.0,1.0,Male,City
610,White,Middle class,99999.0,0.0,Male,Suburb
611,White,Middle class,19999.0,1.0,Female,Suburb
612,White,Middle class,14999.0,0.0,Female,Suburb
613,White,Working class,49999.0,0.0,Male,Suburb
614,White,Working class,74999.0,0.0,Male,Rural area
615,White,Upper class,300000.0,0.0,Male,Suburb
616,White,Working class,39999.0,0.0,Male,Suburb
617,White,Working class,79999.0,0.0,Male,Small town
618,White,Working class,29999.0,0.0,Female,Small town
619,White,Middle class,99999.0,1.0,Male,Suburb
620,White,Working class,44999.0,1.0,Female,Rural area
621,Black,Working class,49999.0,1.0,Female,City
622,White,Upper class,249999.0,1.0,Female,Suburb
623,White,Middle class,44999.0,1.0,Female,Small town
624,White,Working class,29999.0,0.0,Female,Small town
625,White,Working class,89999.0,0.0,Female,Small town
626,White,Middle class,174999.0,0.0,Male,Small town
627,Hispanic,Working class,89999.0,1.0,Female,Rural area
628,White,Middle class,174999.0,0.0,Female,Rural area
629,White,Middle class,9999.0,1.0,Female,Small town
630,White,Upper class,249999.0,1.0,Female,Small town
631,White,Middle class,64999.0,0.0,Female,Rural area
632,Native American,Working class,109999.0,1.0,Female,City
633,White,Middle class,99999.0,1.0,Female,Suburb
634,Asian,Upper class,249999.0,1.0,Female,City
635,White,Middle class,89999.0,0.0,Female,Small town
636,White,Upper class,300000.0,0.0,Male,Small town
637,White,Middle class,74999.0,1.0,Male,Small town
638,White,Middle class,89999.0,0.0,Female,Rural area
639,White,Working class,9999.0,0.0,Male,Small town
640,Native American,Upper class,249999.0,0.0,Male,City
641,White,Middle class,59999.0,1.0,Female,City
642,Hispanic,Middle class,59999.0,0.0,Female,Suburb
643,Hispanic,Middle class,39999.0,1.0,Female,City
644,White,Lower class,29999.0,1.0,Female,Suburb
645,White,Middle class,89999.0,1.0,Male,Suburb
646,White,Middle class,109999.0,0.0,Female,Suburb
647,Hispanic,Lower class,14999.0,1.0,Female,Suburb
648,Hispanic,Working class,29999.0,1.0,Male,Small town
649,White,Middle class,74999.0,0.0,Female,Rural area
650,White,Middle class,124999.0,1.0,Male,Small town
651,Hispanic,Lower class,34999.0,1.0,Female,City
652,White,Middle class,124999.0,0.0,Male,Suburb
653,White,Middle class,29999.0,1.0,Male,Rural area
654,White,Middle class,24999.0,1.0,Female,City
655,White,Middle class,249999.0,0.0,Male,Rural area
656,White,Upper class,174999.0,0.0,Male,City
657,White,Middle class,149999.0,0.0,Male,Suburb
658,Multiple,Middle class,44999.0,0.0,Male,Small town
659,White,Working class,109999.0,0.0,Male,Small town
660,White,Middle class,9999.0,0.0,Female,Rural area
661,White,Middle class,34999.0,1.0,Female,Small town
662,White,Middle class,64999.0,1.0,Male,Suburb
663,White,Working class,24999.0,0.0,Female,Small town
664,White,Middle class,109999.0,1.0,Male,Rural area
665,White,Upper class,300000.0,1.0,Female,City
666,White,Middle class,89999.0,0.0,Male,City
667,White,Middle class,149999.0,1.0,Female,Small town
668,Black,Lower class,9999.0,1.0,Female,Suburb
669,White,Middle class,74999.0,0.0,Female,Small town
670,White,Middle class,89999.0,1.0,Male,Small town
671,Black,Lower class,24999.0,1.0,Female,City
672,White,Working class,14999.0,1.0,Female,Small town
673,White,Middle class,89999.0,1.0,Female,City
674,Black,Middle class,24999.0,1.0,Female,City
675,White,Lower class,19999.0,0.0,Female,Rural area
676,Hispanic,Middle class,149999.0,0.0,Female,Small town
677,Black,Middle class,14999.0,1.0,Male,Suburb
678,Black,Lower class,300000.0,1.0,Male,City
679,White,Working class,69999.0,1.0,Female,City
680,Hispanic,Middle class,109999.0,0.0,Female,Suburb
681,White,Middle class,39999.0,1.0,Female,Suburb
682,White,Lower class,14999.0,0.0,Male,Rural area
683,White,Middle class,300000.0,1.0,Male,Suburb
684,White,Middle class,79999.0,1.0,Female,Rural area
685,White,Middle class,59999.0,1.0,Male,Suburb
686,Multiple,Working class,24999.0,0.0,Male,Suburb
687,Hispanic,Working class,59999.0,0.0,Female,Small town
688,White,Working class,59999.0,1.0,Male,City
689,White,Middle class,300000.0,0.0,Female,Suburb
690,White,Middle class,34999.0,1.0,Female,City
691,Hispanic,Working class,39999.0,1.0,Male,Rural area
692,White,Middle class,79999.0,0.0,Female,Suburb
693,White,Middle class,124999.0,1.0,Male,Rural area
694,White,Working class,99999.0,0.0,Male,Small town
695,White,Upper class,99999.0,0.0,Male,Suburb
696,White,Middle class,174999.0,1.0,Female,Suburb
697,White,Working class,29999.0,0.0,Female,City
698,White,Working class,9999.0,0.0,Male,Small town
699,White,Middle class,89999.0,0.0,Female,Small town
700,Hispanic,Working class,49999.0,0.0,Male,Suburb
701,White,Middle class,9999.0,0.0,Female,Suburb
702,Hispanic,Upper class,249999.0,1.0,Female,Suburb
703,White,Lower class,29999.0,1.0,Male,City
704,White,Middle class,149999.0,0.0,Female,Rural area
705,White,Working class,34999.0,0.0,Female,Rural area
706,Hispanic,Working class,59999.0,1.0,Female,City
707,White,Middle class,44999.0,1.0,Female,Suburb
708,Multiple,Lower class,14999.0,1.0,Male,Small town
709,Black,Working class,24999.0,0.0,Female,Suburb
710,White,Middle class,174999.0,1.0,Male,City
711,White,Middle class,64999.0,1.0,Female,Rural area
712,White,Middle class,19999.0,1.0,Female,Suburb
713,White,Middle class,24999.0,1.0,Male,City
714,White,Middle class,79999.0,1.0,Female,Suburb
715,White,Middle class,59999.0,0.0,Male,Rural area
716,Multiple,Working class,44999.0,0.0,Male,Small town
717,White,Working class,49999.0,0.0,Male,Small town
718,Black,Working class,59999.0,1.0,Male,Small town
719,Black,Working class,59999.0,1.0,Female,City
720,White,Middle class,174999.0,0.0,Male,Rural area
721,White,Middle class,59999.0,0.0,Male,Suburb
722,White,Upper class,300000.0,0.0,Male,Suburb
723,White,Middle class,64999.0,0.0,Female,City
724,White,Middle class,14999.0,1.0,Male,Small town
725,White,Middle class,174999.0,0.0,Male,City
726,White,Middle class,59999.0,1.0,Female,Small town
727,Black,Middle class,249999.0,0.0,Male,City
728,White,Working class,59999.0,0.0,Male,Suburb
729,Black,Middle class,9999.0,1.0,Female,City
730,White,Working class,59999.0,1.0,Male,Suburb
731,White,Middle class,99999.0,0.0,Male,Suburb
732,White,Middle class,44999.0,1.0,Male,Suburb
733,Black,Middle class,29999.0,1.0,Female,City
734,White,Working class,39999.0,0.0,Female,Suburb
735,White,Middle class,174999.0,1.0,Male,Suburb
736,White,Upper class,300000.0,1.0,Male,City
737,White,Working class,59999.0,0.0,Male,Small town
738,White,Working class,124999.0,0.0,Male,Suburb
739,White,Middle class,124999.0,0.0,Male,Suburb
740,White,Middle class,109999.0,0.0,Male,Suburb
741,White,Working class,9999.0,0.0,Female,Small town
742,White,Working class,249999.0,1.0,Male,Small town
743,White,Middle class,59999.0,0.0,Female,Suburb
744,Hispanic,Middle class,59999.0,1.0,Female,City
745,Hispanic,Working class,89999.0,1.0,Male,Small town
746,White,Middle class,69999.0,0.0,Female,Rural area
747,White,Working class,79999.0,1.0,Female,Suburb
748,White,Working class,29999.0,1.0,Female,Small town
749,White,Middle class,64999.0,1.0,Female,Small town
750,White,Working class,49999.0,0.0,Male,Rural area
751,White,Middle class,109999.0,0.0,Female,Small town
752,White,Middle class,89999.0,1.0,Male,Suburb
753,Hispanic,Middle class,300000.0,1.0,Male,Suburb
754,White,Lower class,14999.0,0.0,Female,Small town
755,White,Lower class,19999.0,0.0,Female,Small town
756,Hispanic,Working class,79999.0,0.0,Female,City
757,Multiple,Lower class,89999.0,1.0,Female,City
758,White,Working class,79999.0,0.0,Male,Small town
759,White,Working class,9999.0,0.0,Female,Rural area
760,Asian,Middle class,9999.0,1.0,Male,City
761,Multiple,Working class,249999.0,0.0,Male,Suburb
762,Black,Working class,19999.0,1.0,Male,City
763,Hispanic,Middle class,109999.0,1.0,Male,City
764,White,Middle class,89999.0,1.0,Female,Suburb
765,White,Middle class,174999.0,1.0,Female,Small town
766,White,Middle class,300000.0,0.0,Male,Suburb
767,White,Upper class,300000.0,1.0,Female,Suburb
768,Native American,Working class,34999.0,0.0,Male,Rural area
769,White,Middle class,124999.0,0.0,Female,City
770,White,Middle class,124999.0,0.0,Male,Rural area
771,White,Working class,59999.0,0.0,Male,Rural area
772,White,Middle class,109999.0,1.0,Male,Suburb
773,White,Working class,24999.0,1.0,Female,Suburb
774,Hispanic,Middle class,89999.0,1.0,Male,City
775,White,Upper class,174999.0,1.0,Female,Suburb
776,White,Working class,74999.0,1.0,Female,Suburb
777,Black,Middle class,34999.0,1.0,Male,Suburb
778,White,Middle class,300000.0,1.0,Female,City
779,Black,Working class,64999.0,1.0,Male,City
780,Hispanic,Working class,89999.0,1.0,Male,Small town
781,White,Middle class,149999.0,0.0,Male,City
782,White,Middle class,300000.0,1.0,Male,Suburb
783,Black,Working class,14999.0,1.0,Female,City
784,Multiple,Middle class,124999.0,1.0,Male,Suburb
785,White,Lower class,14999.0,0.0,Female,Rural area
786,Multiple,Middle class,109999.0,1.0,Male,Suburb
787,Black,Working class,44999.0,1.0,Male,Small town
788,Black,Middle class,29999.0,1.0,Female,City
789,White,Lower class,59999.0,0.0,Female,City
790,White,Working class,39999.0,1.0,Male,Suburb
791,White,Working class,149999.0,0.0,Female,Suburb
792,White,Working class,89999.0,1.0,Male,Small town
793,White,Middle class,64999.0,1.0,Female,City
794,White,Working class,300000.0,0.0,Male,Suburb
795,White,Working class,109999.0,0.0,Male,City
796,White,Middle class,89999.0,1.0,Female,City
797,White,Middle class,29999.0,0.0,Female,Rural area
798,White,Upper class,300000.0,1.0,Female,Suburb
799,Hispanic,Working class,64999.0,1.0,Female,City
800,White,Working class,124999.0,0.0,Male,Rural area
801,Black,Working class,49999.0,1.0,Female,City
802,Hispanic,Working class,74999.0,1.0,Male,Small town
803,Black,Middle class,109999.0,1.0,Female,Suburb
804,Multiple,Working class,109999.0,0.0,Male,Small town
805,White,Middle class,249999.0,0.0,Male,Suburb
806,Hispanic,Lower class,34999.0,0.0,Female,Suburb
807,White,Middle class,109999.0,0.0,Male,Small town
808,White,Working class,249999.0,1.0,Female,Small town
809,White,Middle class,19999.0,1.0,Female,Small town
810,White,Middle class,300000.0,1.0,Female,Suburb
811,White,Middle class,174999.0,0.0,Female,City
812,White,Middle class,109999.0,1.0,Male,Small town
813,White,Working class,39999.0,0.0,Male,Rural area
814,White,Middle class,34999.0,1.0,Male,City
815,White,Middle class,249999.0,1.0,Female,Suburb
816,White,Middle class,149999.0,1.0,Female,City
817,White,Lower class,19999.0,0.0,Female,City
818,White,Working class,99999.0,0.0,Male,Rural area
819,White,Middle class,34999.0,0.0,Female,Small town
820,Hispanic,Working class,34999.0,1.0,Male,City
821,White,Middle class,124999.0,1.0,Female,Small town
822,Hispanic,Working class,59999.0,1.0,Male,City
823,White,Middle class,74999.0,1.0,Female,Suburb
824,White,Working class,64999.0,0.0,Female,Suburb
825,White,Working class,109999.0,1.0,Male,City
826,White,Middle class,9999.0,1.0,Male,Suburb
827,White,Working class,74999.0,0.0,Female,Suburb
828,White,Working class,19999.0,1.0,Female,City
829,Black,Working class,109999.0,1.0,Male,Suburb
830,Multiple,Working class,9999.0,0.0,Male,City
831,White,Working class,99999.0,0.0,Male,Small town
832,Hispanic,Working class,19999.0,1.0,Male,Suburb
833,White,Middle class,9999.0,0.0,Male,Rural area
834,White,Working class,124999.0,0.0,Male,City
835,White,Middle class,49999.0,1.0,Male,City
836,White,Middle class,124999.0,1.0,Female,Small town
837,White,Middle class,149999.0,1.0,Male,Rural area
838,White,Middle class,99999.0,1.0,Male,City
839,White,Working class,9999.0,1.0,Female,Small town
840,White,Working class,59999.0,0.0,Female,Rural area
841,White,Working class,99999.0,0.0,Female,Suburb
842,Hispanic,Working class,44999.0,0.0,Male,City
843,White,Working class,14999.0,1.0,Male,Suburb
844,White,Middle class,109999.0,1.0,Female,Small town
845,White,Working class,14999.0,0.0,Female,Suburb
846,White,Middle class,14999.0,1.0,Female,Small town
847,White,Working class,24999.0,0.0,Female,Small town
848,Black,Lower class,9999.0,1.0,Female,City
849,White,Middle class,99999.0,1.0,Female,Suburb
850,White,Middle class,9999.0,0.0,Male,Suburb
851,White,Middle class,29999.0,1.0,Female,Rural area
852,White,Working class,74999.0,1.0,Female,Small town
853,White,Middle class,59999.0,1.0,Female,Suburb
854,Asian,Middle class,300000.0,1.0,Male,City
855,White,Middle class,124999.0,0.0,Female,Small town
856,Black,Working class,74999.0,1.0,Male,Suburb
857,White,Middle class,89999.0,1.0,Female,City
858,White,Working class,79999.0,0.0,Male,Small town
859,White,Working class,19999.0,1.0,Female,City
860,Multiple,Working class,89999.0,1.0,Female,City
861,White,Middle class,99999.0,0.0,Female,Small town
862,Hispanic,Working class,9999.0,1.0,Male,Small town
863,White,Working class,44999.0,1.0,Female,City
864,White,Middle class,34999.0,0.0,Female,City
865,Asian,Upper class,9999.0,1.0,Female,Suburb
866,Black,Working class,34999.0,1.0,Female,City
867,White,Middle class,59999.0,0.0,Female,Small town
868,White,Middle class,24999.0,0.0,Female,City
869,White,Middle class,174999.0,1.0,Female,City
870,White,Middle class,59999.0,0.0,Female,Small town
871,White,Middle class,124999.0,1.0,Male,Small town
872,White,Middle class,99999.0,0.0,Female,City
873,White,Middle class,149999.0,1.0,Female,Suburb
874,Multiple,Working class,49999.0,1.0,Female,Suburb
875,White,Middle class,300000.0,1.0,Female,Suburb
876,Black,Working class,44999.0,1.0,Male,City
877,White,Middle class,89999.0,0.0,Male,Suburb
878,Black,Working class,89999.0,1.0,Male,City
879,Asian,Working class,124999.0,0.0,Male,City
880,White,Middle class,249999.0,1.0,Female,Suburb
881,White,Middle class,109999.0,1.0,Female,Suburb
882,White,Middle class,39999.0,0.0,Male,Suburb
883,Hispanic,Middle class,9999.0,1.0,Female,City
884,White,Upper class,300000.0,1.0,Female,Small town
885,White,Middle class,64999.0,1.0,Male,Rural area
886,Hispanic,Middle class,59999.0,1.0,Male,Small town
887,White,Middle class,99999.0,1.0,Female,Suburb
888,Native American,Working class,59999.0,0.0,Male,Small town
889,Hispanic,Middle class,74999.0,1.0,Female,Suburb
890,White,Middle class,174999.0,1.0,Female,Suburb
891,White,Middle class,124999.0,1.0,Male,City
892,White,Middle class,124999.0,0.0,Male,Small town
893,White,Middle class,69999.0,1.0,Female,Suburb
894,White,Middle class,89999.0,1.0,Male,City
895,Multiple,Upper class,249999.0,1.0,Male,Suburb
896,White,Working class,109999.0,1.0,Female,Small town
897,Black,Middle class,149999.0,1.0,Female,Suburb
